date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Mkt-RF,Mkt,RF,TB3MS
199911,-1.23,-1.93,-1.04,3.78,12.87,4.29,4.18,1.5,-7.45,-2.25,3.37,3.73,0.36,5.07
199912,-2.5,2.88,9.79,0.68,20.76,4.18,6.46,-5.64,-2.34,1.43,7.72,8.16,0.44,5.2
200001,-4.77,-0.87,-7.99,0.9,-4.71,-4.04,-11.23,7.56,5.75,-4.64,-4.74,-4.33,0.41,5.32
200002,-6.19,-7.95,-4.24,-5.44,18.18,-3.59,-3.86,-2.88,-7.26,-6.98,2.45,2.88,0.43,5.55
200003,7.74,10.51,8.36,12.26,3.95,7.57,13.28,0.28,5.77,14.12,5.2,5.67,0.47,5.69
200004,-1.82,9.27,0.96,-1.98,-10.69,-7.9,-4.27,5.25,7.6,-3.41,-6.4,-5.94,0.46,5.66
200005,7.22,-13.22,-1.41,9.44,-10.84,-10.41,-2.7,3.94,3.9,3.46,-4.42,-3.92,0.5,5.79
200006,2.39,-9.48,-1.14,-5.17,13.03,4.18,-2.32,11.52,-4.76,-2.81,4.64,5.04,0.4,5.69
200007,0.79,4.61,-0.63,-2.61,-5.18,-7.41,-1.37,-6.16,4.43,5.55,-2.51,-2.03,0.48,5.96
200008,-1.81,4.57,6.96,8.91,12.56,-0.96,-2.45,3.58,11.72,9.08,7.03,7.53,0.5,6.09
200009,3.46,-4.1,-6.06,4.37,-14.99,-4.07,2.7,3.72,9.63,0.36,-5.45,-4.94,0.51,6
200010,7.63,1.88,4.58,-3.05,-7.28,-0.42,-1.51,2.6,-2.24,-1.07,-2.76,-2.2,0.56,6.11
200011,2.78,-11.21,-3.63,-2.95,-23.36,-15.51,-1.37,0.79,3.1,-5.95,-10.72,-10.21,0.51,6.17
200012,5.46,1.07,7.15,7.75,-7.95,-4.38,5.62,3.53,6.58,7.18,1.19,1.69,0.5,5.77
200101,-1.92,13.2,-0.13,-3.39,16.53,14.39,6.63,-8.94,-10.77,0.05,3.13,3.67,0.54,5.15
200102,0.18,-1.25,-4.29,0.12,-25.96,-9.89,-5.35,-0.5,6.24,-4.38,-10.05,-9.67,0.38,4.88
200103,-4.65,-3.06,-7.31,-0.31,-13.59,-5.69,-2.87,-8.44,1.64,-4.11,-7.26,-6.84,0.42,4.42
200104,0.93,8.44,8.48,10.32,17.99,2.51,5.6,3.99,5.46,5.78,7.94,8.33,0.39,3.87
200105,3.35,-2.32,2.89,0.09,-3.33,-1.28,1.6,3.03,0.01,3.75,0.72,1.04,0.32,3.62
200106,-1.61,3.48,-4.52,-7.71,1.48,-3,-2.49,-2.85,-6.22,0.03,-1.94,-1.66,0.28,3.49
200107,-0.19,3.28,0.5,-2.55,-7.58,-0.67,4.59,2.3,-3.66,-2.27,-2.13,-1.83,0.3,3.51
200108,2.51,-11.36,-1.91,-3.59,-12.65,-9.24,-6.98,-3.11,0.42,-5.33,-6.46,-6.15,0.31,3.36
200109,-2.57,-16.9,-12.76,-5.65,-18.94,-2.45,-9.6,-0.59,-6.39,-8.3,-9.25,-8.97,0.28,2.64
200110,1.08,0.9,3.88,4.78,15.68,-9.39,1.64,1.18,1.41,-0.58,2.46,2.68,0.22,2.16
200111,2.08,15.5,8.35,-4.11,15.92,6.09,10.14,5.04,-1.63,7.92,7.54,7.71,0.17,1.87
200112,2.02,-0.91,2.67,6.16,-0.59,2.74,4.51,-2.88,3.85,3.3,1.61,1.76,0.15,1.69
200201,1.92,2.94,1.65,-2.99,-0.56,-7.14,2.76,-2.36,-4.07,-2.92,-1.44,-1.3,0.14,1.65
200202,4.36,3.05,4.31,5.19,-13.2,-2.39,-0.09,-0.51,-0.25,-0.52,-2.29,-2.16,0.13,1.72
200203,3.74,6.92,4.96,7.81,6.43,0.31,2.03,0.46,10.04,5.43,4.24,4.37,0.13,1.79
200204,2.66,1.74,-1.48,-4.4,-11.76,-12.71,-1.38,-7.59,-0.56,-3.74,-5.2,-5.05,0.15,1.71
200205,1.44,-0.21,-0.31,-0.59,-3.78,3.01,-1.26,-2.23,-6.47,-0.39,-1.38,-1.24,0.14,1.73
200206,-5.79,-8.11,-3.11,-0.44,-12.21,-14.4,-5.08,-9.6,-5.36,-5.38,-7.21,-7.08,0.13,1.7
200207,-6.72,-12.26,-8.51,-11.95,-9.63,-11.67,-11.31,-2.55,-12.3,-6.41,-8.18,-8.03,0.15,1.68
200208,2.49,0.38,-1.27,0.54,-0.87,0.33,1.9,0.66,3.38,1.14,0.5,0.64,0.14,1.62
200209,-7.68,-11.08,-8.26,-8.13,-16.74,-9.3,-9.4,-5.86,-10.86,-10.7,-10.35,-10.21,0.14,1.63
200210,5.22,-3.3,3.89,3.28,19.41,21.36,5.7,5.69,-0.68,6.38,7.84,7.98,0.14,1.58
200211,-1.27,12.07,6.23,3.17,16.14,11.76,1.93,3.7,1.62,4.61,5.96,6.08,0.12,1.23
200212,0,-7.26,-3.76,0.76,-13.03,-9.07,-6.94,-4.06,3.85,-4.98,-5.76,-5.65,0.11,1.19
200301,-4.78,-3.23,-4.07,-2.41,-1.47,-3.53,-4.77,-0.6,-3.17,-2.32,-2.57,-2.47,0.1,1.17
200302,-3.11,-5.05,-2.16,1.98,1.27,-6.44,-1.21,-1.94,-3.92,-2.62,-1.88,-1.79,0.09,1.17
200303,-2.67,-2.76,1.31,1.18,-0.97,-0.6,4.61,3.79,4.35,0.75,1.09,1.19,0.1,1.13
200304,4.7,15.18,6.39,-0.57,9.27,11.15,8.9,4.32,7.44,11.78,8.22,8.32,0.1,1.13
200305,9.22,2.85,4.63,8.91,9.77,6.16,3.41,3.91,10.11,5.3,6.05,6.14,0.09,1.07
200306,1.57,2.68,0.54,-1.21,0.25,1.97,3.46,4.11,0.66,0.94,1.42,1.52,0.1,0.92
200307,-2.33,6.6,4.95,-2.7,5.67,-1.65,3.32,0.62,-5.25,3.53,2.35,2.42,0.07,0.9
200308,0.66,7.86,4.19,6.26,6.05,1.34,6.76,-2.53,1.91,0.61,2.34,2.41,0.07,0.95
200309,1.11,-4.07,-3.74,-2.31,-0.89,-5.65,-4.53,0.24,3.9,0.35,-1.24,-1.16,0.08,0.94
200310,5.59,6.97,8.86,1.54,8.23,6.66,9.03,0.72,1.58,6.42,6.08,6.15,0.07,0.92
200311,3.78,3.09,2.08,0.61,1.89,-0.63,0.58,1.63,0.94,1.11,1.35,1.42,0.07,0.93
200312,3.31,12.3,6.75,13.58,2.1,7.39,-2.13,5.68,5.81,4.48,4.29,4.37,0.08,0.9
200401,0.12,-1.12,-0.62,0.45,4.5,1.42,0.45,3.04,1.92,2.72,2.15,2.22,0.07,0.88
200402,4.28,-0.11,1.99,4.69,-2.93,-0.79,6.08,0.91,2.06,2.02,1.4,1.46,0.06,0.93
200403,-0.3,-1.15,-0.22,-0.16,-2.54,-2.44,0.3,-3.91,1.17,-0.61,-1.32,-1.23,0.09,0.94
200404,1.51,2.38,-0.19,2.48,-4.9,-0.51,-2.68,3.57,-3.51,-3.84,-1.83,-1.75,0.08,0.94
200405,-2.19,-1.61,1.59,0.42,4.83,-2.95,0.27,-0.38,1.28,2.08,1.17,1.23,0.06,1.02
200406,1.87,5.08,5.35,5.49,2.63,0.56,0.07,-0.38,2.01,1.51,1.86,1.94,0.08,1.27
200407,-5.83,-4.69,-4.04,3.28,-8.49,-1.27,-3.98,-5.87,1.05,-2.4,-4.06,-3.96,0.1,1.33
200408,0.83,-2.3,1.27,-1.24,-4.43,1.28,-1.15,1.66,3.67,1.93,0.08,0.19,0.11,1.48
200409,-1.76,2.45,1.91,8.88,3.29,1.34,2.58,-1.41,1.42,1.24,1.6,1.71,0.11,1.65
200410,2.87,-2.65,-1.37,0.66,5.03,3.36,3.08,-2.41,4.23,1.22,1.43,1.54,0.11,1.76
200411,4.52,7.18,7.17,6.56,5.84,3.42,3.61,0.66,4.92,4.96,4.54,4.69,0.15,2.07
