date,RF,S--L,S--2,S--3,S--4,S--H,2--L,2--2,2--3,2--4,2--H,3--L,3--2,3--3,3--4,3--H,4--L,4--2,4--3,4--4,4--H,Mkt-RF,Mkt,Mkt-RF3,RF3
19800328,0.0121,-0.2328,-0.2031,-0.1862,-0.1627,-0.1864,-0.2042,-0.1752,-0.1799,-0.1587,-0.1852,-0.17,-0.1642,-0.1762,-0.1418,-0.1994,-0.1342,-0.1521,-0.142,-0.1238,-0.1837,-0.1323,-0.1202,-0.129866667,0.966666667
19800428,0.0126,0.0492,0.0512,0.0542,0.0386,0.0471,0.0477,0.0331,0.0516,0.0667,0.0309,0.0569,0.0588,0.0592,0.0724,0.0452,0.0347,0.0553,0.0582,0.0767,0.0594,0.0397,0.0523,0.0411,1.12
19800528,0.0081,0.0643,0.055,0.0628,0.0562,0.0684,0.0804,0.0939,0.0613,0.07,0.0916,0.0624,0.0614,0.078,0.071,0.0793,0.0677,0.071,0.0829,0.0638,0.0795,0.052,0.0601,0.049166667,1.093333333
19800628,0.0061,0.0441,0.0269,0.0312,0.0375,0.0474,0.0374,0.0595,0.0347,0.0495,0.0142,0.0466,0.0527,0.0319,0.039,0.0202,0.0538,0.0301,0.0412,0.0263,0.0434,0.0316,0.0377,0.028766667,0.893333333
19800728,0.0053,0.1152,0.1206,0.0976,0.079,0.0861,0.1374,0.1073,0.094,0.0778,0.07,0.1263,0.0779,0.0914,0.0513,0.0512,0.1072,0.0913,0.0741,0.0279,0.0381,0.0641,0.0694,0.0629,0.65
19800828,0.0064,0.1062,0.0815,0.0638,0.0668,0.0448,0.0769,0.0662,0.0352,0.022,0.0314,0.0609,0.0576,0.0186,0.0113,0.0024,0.0364,0.0167,0.0183,-0.0039,0.0046,0.0171,0.0235,0.017566667,0.593333333
19800928,0.0075,0.0575,0.0208,0.019,0.0062,0.0219,0.0382,0.0286,0.0293,0.0022,0.0016,0.0501,0.0148,0.0214,0.0096,-0.0127,0.0524,0.0318,0.0147,-0.0043,-0.0039,0.022,0.0295,0.0231,0.64
19801028,0.0095,0.067,0.0453,0.0331,0.0266,0.0128,0.0576,0.012,-0.0034,0.0258,0.0011,0.0172,0.0126,0.0211,0.0073,0.01,0.0135,0.0206,-0.0164,-0.0222,-0.0114,0.0105,0.02,0.0122,0.78
19801128,0.0096,0.1528,0.0532,0.0501,-0.0022,0.0072,0.1275,0.0624,0.0367,0.0551,0.0197,0.105,0.0629,0.0158,0.0222,0.0073,0.1183,0.1385,0.0344,0.0212,-0.004,0.0953,0.1049,0.096033333,0.886666667
19801228,0.0131,-0.0746,-0.068,-0.0511,-0.0391,-0.0481,-0.0648,-0.0391,-0.0296,-0.0293,-0.0174,-0.0517,-0.0448,-0.0186,-0.0242,-0.0165,-0.048,-0.0571,-0.0231,-0.0093,-0.0166,-0.0475,-0.0344,-0.045133333,1.073333333
19810128,0.0104,-0.0547,-0.0127,0.006,0.0111,0.0216,-0.0601,-0.0141,-0.0083,0.0088,0.0201,-0.0533,-0.0248,-0.0194,0.0015,0.0196,-0.0784,-0.0445,-0.0181,-0.0029,0.0014,-0.0505,-0.0401,-0.051133333,1.103333333
19810228,0.0107,-0.0432,-0.0102,0.0004,0.01,0.0141,-0.015,0.0053,0.0125,0.0254,0.0294,0.0119,0.013,0.0261,-0.0054,0.0012,0.0034,0.0169,0.0334,0.0062,0.0263,0.0048,0.0155,0.0041,1.14
19810328,0.0121,0.0611,0.0798,0.076,0.0775,0.0601,0.0684,0.0694,0.0637,0.0625,0.0637,0.0645,0.063,0.0638,0.0815,0.0554,0.078,0.0466,0.0766,0.0624,0.0662,0.0341,0.0462,0.035133333,1.106666667
19810428,0.0108,0.0198,0.0352,0.0258,0.0363,0.0443,0.005,0.0269,0.0233,0.0288,0.0282,0.0097,0.0236,0.002,0.0009,0.0207,-0.0102,-0.0155,-0.0089,-0.0083,0.0039,-0.022,-0.0112,-0.0224,1.12
19810528,0.0115,0.0379,0.0382,0.0289,0.0147,0.0161,0.0514,0.0084,0.0175,-0.0057,0.0104,0.0098,0.0242,0.0169,0.0048,0.0353,0.0226,0.0097,0.0072,-0.0028,0.0152,0.002,0.0135,0.002033333,1.146666667
19810628,0.0135,-0.0853,-0.0155,0.0016,0.0141,-0.0017,-0.0843,-0.021,-0.0168,-0.0159,0.0057,-0.0637,-0.0163,-0.0146,0.0074,-0.0245,-0.0646,-0.0348,-0.003,0.013,-0.0126,-0.0237,-0.0102,-0.022133333,1.193333333
19810728,0.0124,-0.0588,-0.0461,-0.0397,-0.0338,-0.035,-0.0364,-0.0481,-0.0201,-0.0265,-0.0314,-0.0257,-0.0322,-0.0413,-0.0435,-0.0156,0.0077,-0.0209,-0.0359,-0.0359,-0.0436,-0.0155,-0.0031,-0.015566667,1.246666667
19810828,0.0128,-0.1397,-0.0975,-0.0851,-0.0698,-0.0625,-0.1165,-0.0941,-0.0652,-0.0612,-0.0695,-0.0985,-0.0732,-0.0666,-0.071,-0.047,-0.0816,-0.0735,-0.0512,-0.0658,-0.0474,-0.0691,-0.0563,-0.0692,1.29
19810928,0.0124,-0.1466,-0.0964,-0.0859,-0.0756,-0.0764,-0.1151,-0.08,-0.0775,-0.0439,-0.0695,-0.1056,-0.0703,-0.0754,-0.0279,-0.0501,-0.1036,-0.0932,-0.0769,-0.0496,-0.0569,-0.0761,-0.0637,-0.076233333,1.253333333
19811028,0.0121,0.0919,0.0693,0.0708,0.0569,0.037,0.0971,0.053,0.0575,0.0604,0.053,0.0983,0.0372,0.0607,0.0361,0.0325,0.0877,0.0629,0.0393,0.0287,0.0244,0.0481,0.0602,0.047766667,1.243333333
19811128,0.0107,-0.0241,0.0127,0.0275,0.0169,0.0294,0.0035,0.0403,0.0372,0.0508,0.0449,-0.004,0.0158,0.0302,0.0203,0.045,0.025,0.0362,0.0143,0.0642,0.038,0.0351,0.0458,0.034066667,1.173333333
19811228,0.0087,-0.0484,-0.0292,-0.015,-0.012,-0.0195,-0.0263,-0.0131,-0.0267,-0.0317,-0.0264,-0.0274,-0.0297,-0.0176,-0.0219,-0.0402,-0.0434,-0.0317,-0.0262,-0.0308,-0.0311,-0.0368,-0.0281,-0.0386,1.05
19820128,0.008,-0.0373,-0.0128,-0.0264,-0.0236,-0.0096,-0.0628,-0.0422,-0.0419,-0.0452,-0.0021,-0.0694,-0.0386,-0.0578,-0.0258,0.0059,-0.0759,-0.0496,-0.0472,-0.025,-0.0224,-0.0342,-0.0262,-0.035333333,0.913333333
19820228,0.0092,-0.0867,-0.0496,-0.0394,-0.0361,-0.018,-0.0821,-0.0603,-0.0474,-0.0207,-0.0122,-0.0891,-0.0339,-0.0246,-0.0389,-0.0068,-0.0781,-0.0725,-0.0451,-0.013,-0.0049,-0.0603,-0.0511,-0.059733333,0.863333333
19820328,0.0098,-0.0316,-0.014,-0.0208,-0.0134,-0.0079,-0.0476,-0.0102,-0.0232,0.0086,0.0094,-0.0359,-0.0092,0.0015,-0.0144,0.0199,-0.0385,-0.0279,-0.0102,-0.0085,-0.0024,-0.0199,-0.0101,-0.0191,0.9
19820428,0.0113,0.0517,0.0479,0.0425,0.0385,0.0331,0.0553,0.0571,0.0476,0.0345,0.0288,0.0517,0.0454,0.0332,0.0438,0.0364,0.0517,0.0429,0.0321,0.0265,0.0417,0.032,0.0433,0.0332,1.01
19820528,0.0106,-0.0409,-0.027,-0.0106,-0.0196,-0.0171,-0.0505,-0.0465,-0.0417,-0.0262,-0.0325,-0.0464,-0.0311,-0.0428,-0.0209,-0.0222,-0.0576,-0.0555,-0.0496,-0.0486,-0.0371,-0.0388,-0.0282,-0.038766667,1.056666667
19820628,0.0096,-0.0535,-0.0407,-0.035,-0.0206,-0.0225,-0.0529,-0.0207,-0.0239,-0.0161,-0.0215,-0.0478,-0.0174,-0.0135,-0.0335,-0.0282,-0.0505,-0.0406,-0.0174,-0.0227,-0.0062,-0.0335,-0.0239,-0.0344,1.05
19820728,0.0105,-0.0487,-0.0356,-0.0054,-0.019,-0.0149,-0.043,0.0026,-0.0113,-0.0119,-0.0201,-0.0291,-0.0173,-0.0309,-0.0413,-0.0296,-0.0287,-0.0532,-0.0365,-0.0435,-0.036,-0.031,-0.0205,-0.030733333,1.023333333
19820828,0.0076,0.0402,0.0641,0.0594,0.044,0.0491,0.0708,0.0752,0.0912,0.0706,0.0757,0.1015,0.1007,0.1132,0.1059,0.101,0.1107,0.1175,0.1015,0.118,0.1286,0.1114,0.119,0.109766667,0.923333333
19820928,0.0051,0.0179,0.0202,0.0533,0.034,0.0383,0.0218,0.0179,0.0449,0.05,0.0527,0.0282,0.0483,0.0384,0.0386,0.0155,0.0201,0.0144,0.075,0.0194,0.0023,0.0117,0.0168,0.009066667,0.773333333
19821028,0.0059,0.1707,0.1304,0.123,0.1244,0.1102,0.1655,0.1184,0.1267,0.097,0.1038,0.1441,0.1306,0.1167,0.1282,0.1239,0.1497,0.1417,0.12,0.1214,0.1134,0.1127,0.1186,0.1124,0.62
19821128,0.0063,0.0856,0.0962,0.1082,0.0995,0.0978,0.0914,0.0826,0.0741,0.071,0.0825,0.0984,0.0814,0.062,0.0446,0.0795,0.0674,0.0604,0.0371,0.0476,0.0623,0.0456,0.0519,0.046133333,0.576666667
19821228,0.0067,0.0191,0.0158,0.0121,0.0147,0.0177,-0.0104,0.0188,0.0039,-0.0043,0.0054,-0.0033,0,-0.014,-0.0024,0.0154,0.0019,-0.0014,0.0151,-0.003,0.019,0.0078,0.0145,0.0082,0.63
19830128,0.0069,0.1286,0.076,0.0814,0.0801,0.0629,0.0713,0.075,0.0266,0.04,0.0409,0.0599,0.0236,0.0366,0.0259,0.0295,0.042,0.0245,0.0229,0.0174,0.0116,0.0346,0.0415,0.034866667,0.663333333
19830228,0.0062,0.0245,0.0415,0.0697,0.0711,0.0833,0.0455,0.0441,0.0728,0.0531,0.0476,0.0446,0.0414,0.0478,0.0384,0.046,0.0423,0.0194,0.0234,0.0275,0.0452,0.0243,0.0305,0.0239,0.66
19830328,0.0063,0.0223,0.0501,0.0587,0.0398,0.0682,0.013,0.0304,0.0613,0.0622,0.0399,0.0142,0.0584,0.0403,0.0686,0.0409,0,0.0209,0.0351,0.0493,0.0448,0.0284,0.0347,0.028233333,0.646666667
19830428,0.0071,0.0648,0.0683,0.0803,0.0866,0.0834,0.0723,0.0777,0.0788,0.0708,0.067,0.0567,0.0644,0.0618,0.0591,0.0585,0.0425,0.0496,0.0736,0.061,0.0645,0.0672,0.0743,0.067766667,0.653333333
19830528,0.0069,0.1131,0.0967,0.0774,0.0738,0.0728,0.0477,0.0563,0.0455,0.0226,0.0488,0.0505,0.0456,0.0218,0.0153,0.0057,0.0419,0.0522,0.0349,0.0125,0.005,0.0062,0.0131,0.006333333,0.676666667
19830628,0.0067,0.0387,0.0612,0.0272,0.0268,0.0344,0.0613,0.0457,0.0087,0.0236,0.0305,0.0414,0.0478,0.0403,0.0117,0.0046,0.0556,0.0399,0.0312,-0.019,0.0052,0.0313,0.038,0.0311,0.69
19830728,0.0074,-0.0684,-0.0288,-0.0166,0.0008,0,-0.0791,-0.0501,-0.0174,0.0107,0.0022,-0.0696,-0.0381,0.0195,0.0031,-0.0005,-0.053,-0.0411,-0.0471,-0.0172,-0.0144,-0.0391,-0.0317,-0.0387,0.7
19830828,0.0076,-0.0684,-0.0458,-0.0301,-0.0438,-0.0186,-0.0603,-0.0437,-0.0334,-0.0201,-0.0009,-0.0449,-0.0492,-0.0235,-0.0167,0.0144,-0.0358,-0.025,-0.0041,0.0186,0.0324,-0.004,0.0036,-0.003633333,0.723333333
19830928,0.0076,-0.0383,-0.0058,-0.0035,0.0091,0.0078,0.004,0.0074,0.0331,0.0414,0.0288,0.0116,0.0282,0.0214,0.0431,0.0612,0.026,0.0139,0.0242,0.0169,0.0052,0.0087,0.0163,0.008766667,0.753333333
19831028,0.0076,-0.111,-0.0687,-0.0612,-0.0428,-0.0361,-0.1071,-0.0826,-0.0462,-0.0282,-0.0385,-0.0902,-0.0552,-0.0377,-0.0131,-0.0238,-0.0782,-0.0357,-0.0266,-0.0266,-0.0121,-0.0353,-0.0277,-0.0353,0.76
19831128,0.007,0.0302,0.0296,0.0277,0.021,0.034,0.0508,0.0462,0.0397,0.0469,0.0427,0.0555,0.0356,0.041,0.0344,0.0335,0.0505,0.0177,0.0374,0.0387,0.0302,0.0223,0.0293,0.0219,0.74
19831228,0.0073,-0.0602,-0.0176,-0.0134,-0.01,0.0013,-0.038,-0.0206,-0.006,-0.0078,-0.0054,-0.0391,-0.0179,-0.0088,-0.0194,0.008,-0.0399,-0.0152,-0.0331,-0.0202,-0.0137,-0.0177,-0.0104,-0.0177,0.73
19840128,0.0076,-0.0262,-0.0187,-0.0047,0.0037,0.0246,-0.0696,-0.0203,-0.0128,-0.0065,0.0302,-0.0785,-0.0507,-0.0286,-0.007,-0.0089,-0.0832,-0.0431,-0.0275,-0.0127,-0.0044,-0.0205,-0.0129,-0.0202,0.73
19840228,0.0071,-0.0817,-0.0767,-0.0605,-0.0498,-0.0523,-0.0773,-0.0664,-0.0454,-0.0395,-0.0429,-0.0754,-0.0779,-0.0546,-0.0531,-0.0338,-0.0648,-0.0639,-0.0688,-0.0382,-0.054,-0.0463,-0.0392,-0.046533333,0.733333333
19840328,0.0073,-0.0167,0.008,-0.0014,0.0096,0.0137,-0.0109,0.0053,0.0016,0.0065,0.0142,-0.0001,0.003,0.0167,0.0036,0.0257,-0.0017,0.0025,0.0196,0.0095,0.0343,0.0062,0.0135,0.006166667,0.733333333
19840428,0.0081,-0.0479,-0.0255,-0.014,-0.0078,-0.0172,-0.0201,0.0064,-0.0014,-0.0084,-0.0173,-0.0091,0.0051,-0.0095,-0.0208,-0.0071,-0.0228,-0.0123,-0.0141,-0.0304,-0.0258,-0.0054,0.0027,-0.0048,0.75
19840528,0.0078,-0.0677,-0.0535,-0.0574,-0.0421,-0.0427,-0.0684,-0.0594,-0.0581,-0.0471,-0.0467,-0.0687,-0.0599,-0.0647,-0.0465,-0.0762,-0.0468,-0.0521,-0.0636,-0.0611,-0.0829,-0.0602,-0.0524,-0.060133333,0.773333333
19840628,0.0075,0.007,0.0265,0.014,0.0082,0.005,0.0324,0.0384,0.011,0.0212,0.0035,0.0568,0.041,0.0027,0.0109,-0.0096,0.0528,0.0373,0.0077,0.0088,0.0175,0.0161,0.0236,0.0158,0.78
19840728,0.0082,-0.0814,-0.0591,-0.053,-0.0261,-0.0309,-0.0602,-0.0643,-0.0214,-0.0462,-0.0452,-0.0421,-0.0432,-0.0375,-0.0394,-0.0225,-0.0425,-0.06,-0.0342,-0.057,-0.0131,-0.0286,-0.0204,-0.028233333,0.783333333
19840828,0.0083,0.1067,0.1078,0.0794,0.0611,0.0775,0.151,0.0978,0.0867,0.0882,0.0923,0.1426,0.1212,0.1007,0.1112,0.0872,0.1185,0.1274,0.1127,0.1078,0.0937,0.1043,0.1126,0.1046,0.8
19840928,0.0086,-0.0341,-0.0232,-0.0037,0.0032,0.0158,-0.063,-0.0067,0.0127,0.006,0.0249,-0.0474,0.0094,0.009,0.0099,0.0263,-0.0235,-0.0269,0.0021,0.0062,0.0357,-0.0082,0.0004,-0.007966667,0.836666667
19841028,0.01,-0.0479,-0.0241,-0.0306,-0.024,-0.0195,-0.0393,-0.0278,-0.0109,-0.0006,0.0004,-0.0267,-0.017,0.0047,-0.026,0.0036,-0.0139,-0.01,-0.0043,-0.0105,0.006,-0.0099,1E-04,-0.008866667,0.896666667
19841128,0.0073,-0.0649,-0.0475,-0.0203,-0.0204,-0.0191,-0.0647,-0.0279,-0.0108,-0.0095,0.0064,-0.0475,-0.0025,0.0057,0.0061,0.0122,-0.041,-0.0139,-0.0191,0.0008,0.0112,-0.0179,-0.0106,-0.019233333,0.863333333
19841228,0.0064,-0.0015,0.002,0.0039,-0.0017,0.0022,0.0129,0.0157,0.0117,0.0192,0.022,0.0376,0.022,0.0099,0.0078,0.0144,0.0255,0.0151,0.0141,0.0221,0.0277,0.0174,0.0238,0.0159,0.79
19850128,0.0065,0.1516,0.1389,0.0995,0.0932,0.0799,0.1533,0.1199,0.0835,0.0914,0.0789,0.1301,0.0979,0.0889,0.0832,0.0715,0.1161,0.124,0.0729,0.0758,0.0579,0.0792,0.0857,0.078966667,0.673333333
19850228,0.0058,0.0313,0.0438,0.0277,0.0228,0.0308,0.024,0.025,0.0198,0.0116,0.0076,0.0136,0.0065,0.0053,0.0133,-0.0123,0.0215,-0.016,0.0138,0.0151,0.0126,0.0112,0.017,0.010766667,0.623333333
19850328,0.0062,-0.0337,-0.0354,-0.0196,-0.0194,-0.0081,-0.052,-0.0413,-0.0146,-0.0023,0.0259,-0.0487,-0.0173,-0.0274,0.0006,0.0311,-0.0331,-0.0312,-0.0044,0.0019,0.0378,-0.0081,-0.0019,-0.008066667,0.616666667
19850428,0.0072,-0.0291,-0.0261,-0.0047,-0.0023,-0.0025,-0.039,-0.0188,-0.0094,0.0149,0.004,-0.0202,-0.0201,-0.0113,0.0177,0.0034,-0.0185,-0.0386,-0.0067,0.0039,0.004,-0.0094,-0.0022,-0.0086,0.64
19850528,0.0066,0.018,0.032,0.0319,0.0215,0.0052,0.0338,0.0329,0.0242,0.0485,0.0251,0.0547,0.0494,0.0265,0.0394,0.0302,0.0618,0.0491,0.0496,0.0349,0.0541,0.0493,0.0559,0.049233333,0.666666667
19850628,0.0055,-0.0003,-0.0008,0.0045,0.0086,0.0147,0.0018,0.0182,0.0226,0.0236,0.0339,0.0212,0.0111,0.0362,0.0215,0.0285,0.0129,0.0105,0.0144,0.0313,0.0032,0.0117,0.0172,0.010766667,0.643333333
19850728,0.0062,0.0175,0.0242,0.0185,0.0071,0.0177,0.0257,0.0299,0.044,-0.0067,-0.0036,0.0054,0.0212,0.0086,-0.0016,0.0196,-0.0091,-0.0033,0.0051,-0.0263,0.0046,-0.0067,-0.0005,-0.0066,0.61
19850828,0.0055,-0.0215,-0.0154,-0.012,-0.0037,-0.0167,-0.0249,-0.0163,0.0028,-0.0022,-0.0037,-0.0293,-0.0141,-0.0039,-0.008,-0.0041,-0.0238,-0.0088,0.0051,-0.0096,-0.0036,-0.0103,-0.0048,-0.010533333,0.573333333
19850928,0.006,-0.0864,-0.0651,-0.0548,-0.0463,-0.0457,-0.0807,-0.0689,-0.0389,-0.0414,-0.0663,-0.0734,-0.0498,-0.0385,-0.0429,-0.0412,-0.0569,-0.0467,-0.0528,-0.0659,-0.0543,-0.0457,-0.0397,-0.0456,0.59
19851028,0.0065,0.0003,0.0098,0.0319,0.0244,0.0091,0.0307,0.0303,0.0368,0.0506,0.0184,0.0334,0.0366,0.0378,0.0197,0.022,0.0494,0.0469,0.0338,0.0501,0.044,0.0381,0.0446,0.0386,0.6
19851128,0.0061,0.0485,0.0581,0.0589,0.0446,0.0389,0.0859,0.0652,0.0742,0.0623,0.0612,0.07,0.067,0.0511,0.0596,0.0581,0.0825,0.0608,0.0742,0.0551,0.055,0.0632,0.0693,0.0631,0.62
19851228,0.0065,0.03,0.046,0.0347,0.0336,0.0294,0.0445,0.0381,0.0444,0.0339,0.0011,0.0494,0.0385,0.0197,0.0206,0.0436,0.0281,0.0386,0.022,0.0439,0.0489,0.0366,0.0431,0.036733333,0.636666667
19860128,0.0056,0.0338,0.0144,0.017,0.0156,0.0236,0.0039,0.0171,0.0041,-0.0054,0.0225,0.0136,0.0214,0.0091,0.0169,0.0216,0.0076,-0.0004,0.0097,0.0242,0.0308,0.0043,0.0099,0.003833333,0.606666667
19860228,0.0053,0.0538,0.059,0.057,0.0774,0.0467,0.0721,0.0627,0.0625,0.0885,0.0499,0.0623,0.0887,0.0754,0.0653,0.0581,0.0736,0.0884,0.063,0.0686,0.0751,0.0675,0.0728,0.067,0.58
19860328,0.006,0.042,0.0491,0.0448,0.0406,0.0549,0.0312,0.0467,0.0511,0.0397,0.0606,0.0429,0.0666,0.0481,0.05,0.0444,0.0493,0.0455,0.0565,0.0386,0.0495,0.0479,0.0539,0.048266667,0.563333333
19860428,0.0052,0.0219,0.0165,0.0111,-0.0037,0.0002,0.0158,0.0146,-0.0042,0.0031,-0.0222,0.0166,0.018,0.0054,0.0036,-0.0195,0.017,-0.0098,-0.0215,-0.0295,-0.0534,-0.0132,-0.008,-0.0135,0.55
19860528,0.0049,0.0376,0.0275,0.0373,0.0327,0.0336,0.0296,0.0193,0.0502,0.0374,0.0247,0.0571,0.0376,0.055,0.051,0.0305,0.0573,0.0343,0.0511,0.0399,0.0435,0.0459,0.0508,0.045433333,0.536666667
19860628,0.0052,-0.003,-0.0204,-0.0056,0.0045,0.0182,0.0012,-0.0056,0.0207,0.0124,0.0172,0.0063,-0.0136,0.0173,0.0003,0.0172,0.0116,0.0035,-0.0051,0.036,0.0061,0.0091,0.0143,0.0092,0.51
19860728,0.0052,-0.1062,-0.0948,-0.0842,-0.0709,-0.0871,-0.1184,-0.1069,-0.0935,-0.048,-0.0797,-0.1034,-0.0857,-0.087,-0.0635,-0.0623,-0.092,-0.0786,-0.0753,-0.0502,-0.0502,-0.0649,-0.0597,-0.0648,0.51
19860828,0.0046,-0.0014,0.0004,0.0157,0.0145,0.0125,0.0191,0.035,0.0402,0.0427,0.0505,0.0388,0.0348,0.0506,0.0679,0.0829,0.041,0.0588,0.0684,0.0997,0.0915,0.0618,0.0664,0.0614,0.5
19860928,0.0045,-0.0856,-0.069,-0.0569,-0.0532,-0.0315,-0.0922,-0.0652,-0.0537,-0.0297,-0.0644,-0.0847,-0.0799,-0.0546,-0.0528,-0.0552,-0.1003,-0.0621,-0.0785,-0.071,-0.067,-0.0836,-0.0791,-0.083866667,0.476666667
19861028,0.0046,0.015,0.0217,0.0186,0.0245,0.006,0.0601,0.0356,0.0296,0.0329,0.0044,0.0528,0.0207,0.0074,0.0186,0.0152,0.0527,0.0526,0.0453,0.0539,0.0385,0.0448,0.0494,0.044833333,0.456666667
19861128,0.0039,-0.0267,-0.0034,0.0015,0.0002,0.0034,-0.0008,0.0025,-0.0084,-0.0245,-0.0069,-0.0028,0.0008,-0.0149,0.0089,-0.008,0.004,0.0116,0.0108,-0.0132,0.0053,0.0113,0.0152,0.010866667,0.433333333
19861228,0.0049,-0.0611,-0.0237,-0.0427,-0.0211,-0.0367,-0.0354,-0.0234,-0.0394,-0.0362,-0.0023,-0.0308,-0.0232,-0.0404,-0.0226,-0.0141,-0.0475,-0.0352,-0.0328,-0.0244,-0.0402,-0.0314,-0.0265,-0.030966667,0.446666667
19870128,0.0042,0.1044,0.0912,0.1099,0.0955,0.0895,0.1323,0.115,0.1011,0.0996,0.0972,0.1343,0.1331,0.0839,0.1009,0.0963,0.1366,0.1209,0.0998,0.1309,0.1102,0.1242,0.1284,0.124066667,0.433333333
19870228,0.0043,0.1011,0.081,0.0665,0.067,0.061,0.0921,0.0855,0.0621,0.0516,0.0542,0.0836,0.078,0.047,0.039,0.039,0.068,0.0611,0.0633,0.0378,0.0172,0.0433,0.0476,0.043133333,0.446666667
19870328,0.0047,0.0119,0.0295,0.0205,0.0293,0.0412,0.0048,0.0268,0.0104,0.0231,0.0272,-0.0025,0.0106,0.0096,0.0207,0.0334,0.0133,0.0119,0.0121,0.0179,-0.0148,0.0185,0.0232,0.0188,0.44
19870428,0.0044,-0.0265,-0.0322,-0.0245,-0.0115,-0.0153,-0.0441,-0.0277,-0.0339,-0.0438,-0.0487,-0.0259,-0.0241,-0.0485,-0.0265,-0.0359,-0.0425,-0.0278,-0.0311,-0.0162,-0.0244,-0.0215,-0.0171,-0.021566667,0.446666667
19870528,0.0038,-0.0057,-0.0201,-0.0021,0.0028,0.027,-0.0157,-0.0065,-0.0036,-0.0024,0.0023,0.0047,-0.0062,-0.016,0.0003,-0.0018,0.0153,0.0061,-0.0075,-0.0126,0.0009,0.0014,0.0052,0.0009,0.43
19870628,0.0048,-0.0072,0.0132,0.0215,0.0141,0.0362,0.0131,0.0249,0.0352,0.0261,0.0337,0.0152,0.0206,0.0512,0.0425,0.0294,0.042,0.026,0.0384,0.0296,0.0322,0.039,0.0438,0.039466667,0.433333333
19870728,0.0046,0.0134,0.0152,0.017,0.0223,0.0493,0.0183,0.0146,0.0294,0.0312,0.052,0.0172,0.0411,0.0374,0.0314,0.0764,0.0329,0.0428,0.0449,0.0378,0.0466,0.0395,0.0441,0.0397,0.44
19870828,0.0047,0.0018,0.0186,0.0233,0.0201,0.0018,0.0226,0.0298,0.0353,0.0225,0.0351,0.0317,0.0309,0.0378,0.0331,-0.0002,0.0427,0.0359,0.0289,0.0319,0.0137,0.0325,0.0372,0.0325,0.47
19870928,0.0045,-0.032,-0.0095,-0.0126,-0.0103,-0.0166,-0.0254,-0.0276,-0.0133,-0.0112,-0.0295,-0.0386,-0.0278,-0.0243,-0.0344,-0.0087,-0.0263,-0.0176,-0.0294,-0.0211,-0.001,-0.0252,-0.0207,-0.0253,0.46
19871028,0.006,-0.3462,-0.3124,-0.2891,-0.2895,-0.2894,-0.3315,-0.3215,-0.2825,-0.2679,-0.2937,-0.2988,-0.2958,-0.2523,-0.2324,-0.2749,-0.2582,-0.2953,-0.2583,-0.1778,-0.2432,-0.2309,-0.2249,-0.229966667,0.506666667
19871128,0.0035,-0.0896,-0.0522,-0.0522,-0.0495,-0.0372,-0.0747,-0.0524,-0.0422,-0.0363,-0.0338,-0.0787,-0.027,-0.031,-0.0356,-0.0392,-0.0655,-0.0593,-0.0648,-0.0446,-0.0221,-0.0764,-0.0729,-0.077566667,0.466666667
19871228,0.0039,0.0238,0.0454,0.0539,0.0446,0.0287,0.1128,0.0936,0.071,0.056,0.0469,0.1173,0.0924,0.0601,0.0422,0.062,0.121,0.1044,0.0882,0.0372,0.0285,0.0665,0.0704,0.065933333,0.446666667
19880128,0.0029,0.0542,0.0696,0.0401,0.0504,0.0609,0.0159,0.0263,0.0486,0.0386,0.0659,0.0138,0.031,0.0374,0.0753,0.0635,-0.0004,0.0417,0.0403,0.0579,0.0599,0.0424,0.0453,0.041866667,0.343333333
19880228,0.0046,0.0552,0.0712,0.0712,0.0686,0.0701,0.0797,0.1139,0.0855,0.0724,0.0735,0.0815,0.0764,0.062,0.0639,0.0664,0.0804,0.0888,0.0604,0.0436,0.057,0.047,0.0516,0.0478,0.38
19880328,0.0044,0.0349,0.0552,0.0521,0.0467,0.0456,0.0189,0.0661,0.0315,0.0296,0.0408,0.0234,0.0069,0.0078,-0.0057,0.0078,-0.0141,0.0043,-0.005,-0.0083,0.0395,-0.0215,-0.0171,-0.021066667,0.396666667
19880428,0.0046,0.0057,0.0081,0.0194,0.006,0.033,0.0171,0.0373,0.0257,0.0122,0.0196,-0.0123,-0.0034,0.014,0.0004,0.0194,-0.0049,0.0034,0.008,-0.0106,-0.0009,0.0064,0.011,0.006466667,0.453333333
19880528,0.0051,-0.0409,-0.0263,-0.0118,-0.0247,-0.0137,-0.0496,-0.0265,-0.0291,-0.0191,-0.0145,-0.0123,-0.0239,-0.0159,0.0096,0.0023,-0.0126,-0.0104,-0.0128,0.0203,0.0062,-0.0042,0.0009,-0.0038,0.47
19880628,0.0049,0.0588,0.058,0.0541,0.056,0.0457,0.0676,0.101,0.0774,0.0482,0.0779,0.0614,0.073,0.0605,0.0535,0.0419,0.0676,0.0628,0.0624,0.0313,0.0764,0.0465,0.0514,0.046533333,0.486666667
19880728,0.0051,-0.0144,-0.009,-0.0149,0.0048,-0.0156,-0.0309,-0.0288,-0.0046,0.001,0.0054,-0.0488,-0.0238,-0.0188,-0.0068,-0.0094,-0.0386,-0.0407,-0.0016,-0.0178,-0.0047,-0.0123,-0.0072,-0.012233333,0.503333333
